Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments,Actual vote,Evaluate
"Stephen Doughty (Labour (Co-op), Cardiff South and Penarth)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),4,mp-votes.html#mp-4264,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Valerie Vaz (Labour, Walsall and Bloxwich)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),4,mp-votes.html#mp-4076,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Andrew Bowie (Conservative, West Aberdeenshire and Kincardine)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4601,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Andy McDonald (Labour, Middlesbrough and Thornaby East)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4269,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Anna McMorrin (Labour, Cardiff North)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4632,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Chris Philp (Conservative, Croydon South)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4503,"2023-03-07 DEBATE: Spoke: Public Order Bill (re: abortion) ""I think it important to emphasise that there will be a free vote on buffer zones, at least on the Government side, because it concerns an issue of conscience, namely abortion. There is no Government position on this matter, and Members will vote according to..."" [0: Notes free vote on buffer zones as conscience issue, procedural and neutral] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Dame Caroline Dinenage (Conservative, Gosport)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4008,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Dame Chi Onwurah (Labour, Newcastle upon Tyne Central and West)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4124,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"David Davis (Conservative, Goole and Pocklington)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-373,"2024-10-09 DEBATE: Spoke: Engagements (re: abortion) ""On the assisted dying Bill, which is a private Member’s Bill, the Government are quite rightly staying neutral, but the real issue with the Bill is that the time constraints of private legislation make it difficult to get it right first time. If we get this..."" [-: Urges extra time to pass assisted dying bill, framing suggests support for its progress though cautious] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Dawn Butler (Labour, Brent East)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-1489,"2023-03-09 DEBATE: Spoke: International Women’s Day (re: abortion) ""Absolutely. We talk about equality and equity not only in actions, but in language. It all needs to be looked at, because certain systems and structures are designed in a certain way. As I said, it is to keep women exposed and vulnerable. For example, for sex..."" [-: Criticises anti-abortion advocates near clinics, implicitly defends buffer zones and abortion access] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Debbie Abrahams (Labour, Oldham East and Saddleworth)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4212,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Dr Rosena Allin-Khan (Labour, Tooting)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4573,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Dr Simon Opher (Labour, Stroud)",,,,1,,,"a speech, 18 months ago","thin (speeches only, and few of them directional)",3,mp-votes.html#mp-5030,"2025-03-05 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill (Eighteenth sitting) ""Terminally Ill Adults (End of Life) Bill (Eighteenth sitting)"" [-: Defends practical operation of assisted dying scheme against criticism] | 2025-01-30 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill (Seventh sitting) ""Terminally Ill Adults (End of Life) Bill (Seventh sitting)"" [0: Probing GP practicalities in assisted dying process, information-seeking, no clear direction] | 2025-01-28 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill (Second sitting) ""Terminally Ill Adults (End of Life) Bill (Second sitting)"" [0: Neutral procedural question probing doctor's view on referral duty clause]",,
"Edward Argar (Conservative, Melton and Syston)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4362,"2023-06-15 DEBATE: Spoke:  Abortion: Offences against the Person Act ""The hon. Lady will know that on matters such as abortion and assisted dying, it has been a long-standing approach by Governments of both parties—hers as well—that those are matters for the House and not for Government. In respect of what would happen were the..."" [0: Minister states these are conscience matters for Parliament, not government policy direction] | 2022-11-28 DEBATE: Spoke: Legal Rights to Access Abortion ""Let me emphasise at the outset that the Government are committed to ensuring access to safe, regulated abortion. All women in England and Wales have access to regulated abortion services on the NHS under our current laws, including taking both abortion pills..."" [0: Minister explicitly states he is not giving personal views, neutral procedural framing] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Fleur Anderson (Labour, Putney)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4788,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"George Freeman (Conservative, Mid Norfolk)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4020,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Gill Furniss (Labour, Sheffield Brightside and Hillsborough)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4571,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"James Murray (Labour (Co-op), Ealing North)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4797,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"James Wild (Conservative, North West Norfolk)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4787,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Jeff Smith (Labour, Manchester Withington)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4456,"2021-07-05 DEBATE: Spoke:  Police, Crime, Sentencing and Courts Bill (re: abortion) ""Other hon. Members have spoken eloquently about some of the amendments and new clauses that I strongly support: to protect shop workers from abuse; to protect people from harassment outside abortion clinics, as has happened in my constituency; and to protect..."" [-: Supports amendment protecting people from harassment outside abortion clinics, akin to buffer zones] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Jesse Norman (Conservative, Hereford and South Herefordshire)",,,,1,,,"a vote, 4 years ago",moderate (decided by a free vote; 1 contrary item on record),3,mp-votes.html#mp-3991,"CONFLICTING SIGNALS - review all evidence | 2025-06-26 DEBATE: Spoke:  Business of the House (re: abortion) ""What else? The original Abortion Act was debated for more than a year, but the Government allowed no notice for public debate on the abortion amendment last week, and they gave just two hours of debate in the Chamber on the biggest change in abortion law in..."" [+: Criticises rushed process for major abortion law change, implicitly defending scrutiny against liberalising amendment] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Jim McMahon (Labour (Co-op), Oldham West, Chadderton and Royton)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4569,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Judith Cummins (Labour, Bradford South)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4391,"2025-06-18 DEBATE: Spoke:  Crime and Policing Bill ""This new clause would make foreign nationals found in possession of child sexual abuse images subject to automatic deportation."" [0: New clause on commercial sexual exploitation unrelated to abortion, education, speech or migration] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Karl Turner (Independent, Kingston upon Hull East)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4030,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Laura Trott (Conservative, Sevenoaks)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4780,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Louise Haigh (Labour, Sheffield Heeley)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4473,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Mark Garnier (Conservative, Wyre Forest)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4074,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Matt Western (Labour, Warwick and Leamington)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4617,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Mohammad Yasin (Labour, Bedford)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4598,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Mr Alistair Carmichael (Liberal Democrat, Orkney and Shetland)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-1442,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Mr Tanmanjeet Singh Dhesi (Labour, Slough)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4638,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Mr Toby Perkins (Labour, Chesterfield)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-3952,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Ms Abena Oppong-Asare (Labour, Erith and Thamesmead)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4820,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Navendu Mishra (Labour, Stockport)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4811,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Nick Thomas-Symonds (Labour, Torfaen)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4479,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Pat McFadden (Labour, Wolverhampton South East)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-1587,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Rushanara Ali (Labour, Bethnal Green and Stepney)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4138,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Ruth Cadbury (Labour, Brentford and Isleworth)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4389,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Ruth Jones (Labour, Newport West and Islwyn)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4716,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Seema Malhotra (Labour (Co-op), Feltham and Heston)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4253,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Sir James Cleverly (Conservative, Braintree)",,,,1,,,"a vote, 5 years ago",moderate (decided by a free vote; 1 contrary item on record),3,mp-votes.html#mp-4366,"CONFLICTING SIGNALS - review all evidence | 2026-06-30 PQ: Prayer: Public Places (re: abortion) ""To ask the Secretary of State for the Home Department, whether her Department has a policy on public prayer (a) outside abortion clinics in a Public Space Protection Order zone and (b) in a public square."" [+: Probes restrictions on prayer near abortion clinics, defending religious free speech] | 2026-02-05 PQ: Abortion and Infanticide: Sex Selection ""To ask the Secretary of State for Health and Social Care, what steps his Department is taking to help tackle sex-selective abortion and infanticide."" [+: Seeks action against sex-selective abortion and infanticide, aligning with pro-life stance] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Sir Jeremy Wright (Conservative, Kenilworth and Southam)",,,,1,,,"a vote, 5 years ago",moderate (decided by a free vote; 1 contrary item on record),3,mp-votes.html#mp-1560,CONFLICTING SIGNALS - review all evidence | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted No: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [+: Opposed motion introducing buffer zones around abortion clinics; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote],,
"Sir Julian Smith (Conservative, Skipton and Ripon)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4118,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
