Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments
"Alex McIntyre (Labour, Gloucester)",,,1,,,,no evidence,,0,mp-votes.html#mp-5349,No recorded activity on this area (ledger from 2026-02-03)
"Alex Norris (Labour (Co-op), Nottingham North and Kimberley)",,,1,,,,no evidence,,0,mp-votes.html#mp-4641,No recorded activity on this area (ledger from 2026-02-03)
"Alex Sobel (Labour (Co-op), Leeds Central and Headingley)",,,1,,,,no evidence,,0,mp-votes.html#mp-4658,No recorded activity on this area (ledger from 2026-02-03)
"Alice Macdonald (Labour (Co-op), Norwich North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5133,No recorded activity on this area (ledger from 2026-02-03)
"Alicia Kearns (Conservative, Rutland and Stamford)",,,1,,,,no evidence,,0,mp-votes.html#mp-4805,No recorded activity on this area (ledger from 2026-02-03)
"Alison Bennett (Liberal Democrat, Mid Sussex)",,,1,,,,no evidence,,0,mp-votes.html#mp-5283,No recorded activity on this area (ledger from 2026-02-03)
"Alison Griffiths (Conservative, Bognor Regis and Littlehampton)",,,1,,,,no evidence,,0,mp-votes.html#mp-5203,No recorded activity on this area (ledger from 2026-02-03)
"Alison Hume (Labour, Scarborough and Whitby)",,,1,,,,no evidence,,0,mp-votes.html#mp-5254,No recorded activity on this area (ledger from 2026-02-03)
"Alison McGovern (Labour, Birkenhead)",,,1,,,,no evidence,,0,mp-votes.html#mp-4083,No recorded activity on this area (ledger from 2026-02-03)
"Alison Taylor (Labour, Paisley and Renfrewshire North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5093,No recorded activity on this area (ledger from 2026-02-03)
"Alistair Strathern (Labour, Hitchin)",,,1,,,,no evidence,,0,mp-votes.html#mp-5000,No recorded activity on this area (ledger from 2026-02-03)
"Amanda Hack (Labour, North West Leicestershire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5149,No recorded activity on this area (ledger from 2026-02-03)
"Amanda Martin (Labour, Portsmouth North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5294,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Bowie (Conservative, West Aberdeenshire and Kincardine)",,,1,,,,no evidence,,0,mp-votes.html#mp-4601,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Cooper (Labour, Mid Cheshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5195,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Griffith (Conservative, Arundel and South Downs)",,,1,,,,no evidence,,0,mp-votes.html#mp-4874,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Lewin (Labour, Welwyn Hatfield)",,,1,,,,no evidence,,0,mp-votes.html#mp-5061,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Pakes (Labour (Co-op), Peterborough)",,,1,,,,no evidence,,0,mp-votes.html#mp-5243,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Ranger (Labour, Wrexham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5046,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Rosindell (Reform UK, Romford)",,,1,,,,no evidence,,0,mp-votes.html#mp-1447,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Western (Labour, Stretford and Urmston)",,,1,,,,no evidence,,0,mp-votes.html#mp-4979,No recorded activity on this area (ledger from 2026-02-03)
"Andy Burnham (Labour (Co-op), Makerfield)",,,1,,,,no evidence,,0,mp-votes.html#mp-1427,No recorded activity on this area (ledger from 2026-02-03)
"Andy MacNae (Labour, Rossendale and Darwen)",,,1,,,,no evidence,,0,mp-votes.html#mp-5134,No recorded activity on this area (ledger from 2026-02-03)
"Andy McDonald (Labour, Middlesbrough and Thornaby East)",,,1,,,,no evidence,,0,mp-votes.html#mp-4269,No recorded activity on this area (ledger from 2026-02-03)
"Andy Slaughter (Labour, Hammersmith and Chiswick)",,,1,,,,no evidence,,0,mp-votes.html#mp-1516,No recorded activity on this area (ledger from 2026-02-03)
"Angela Rayner (Labour, Ashton-under-Lyne)",,,1,,,,no evidence,,0,mp-votes.html#mp-4356,No recorded activity on this area (ledger from 2026-02-03)
"Ann Davies (Plaid Cymru, Caerfyrddin)",,,1,,,,no evidence,,0,mp-votes.html#mp-5177,No recorded activity on this area (ledger from 2026-02-03)
"Anna Dixon (Labour, Shipley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5281,No recorded activity on this area (ledger from 2026-02-03)
"Anna Gelderd (Labour, South East Cornwall)",,,1,,,,no evidence,,0,mp-votes.html#mp-5353,No recorded activity on this area (ledger from 2026-02-03)
"Anna Sabine (Liberal Democrat, Frome and East Somerset)",,,1,,,,no evidence,,0,mp-votes.html#mp-5286,No recorded activity on this area (ledger from 2026-02-03)
"Anna Turley (Labour (Co-op), Redcar)",,,1,,,,no evidence,,0,mp-votes.html#mp-4449,No recorded activity on this area (ledger from 2026-02-03)
"Anneliese Midgley (Labour, Knowsley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5038,No recorded activity on this area (ledger from 2026-02-03)
"Antonia Bance (Labour, Tipton and Wednesbury)",,,1,,,,no evidence,,0,mp-votes.html#mp-5048,No recorded activity on this area (ledger from 2026-02-03)
"Aphra Brandreth (Conservative, Chester South and Eddisbury)",,,1,,,,no evidence,,0,mp-votes.html#mp-5241,No recorded activity on this area (ledger from 2026-02-03)
"Apsana Begum (Labour, Poplar and Limehouse)",,,1,,,,no evidence,,0,mp-votes.html#mp-4790,No recorded activity on this area (ledger from 2026-02-03)
"Ashley Dalton (Labour, West Lancashire)",,,1,,,,no evidence,,0,mp-votes.html#mp-4981,No recorded activity on this area (ledger from 2026-02-03)
"Ayoub Khan (Independent, Birmingham Perry Barr)",,,1,,,,no evidence,,0,mp-votes.html#mp-5357,No recorded activity on this area (ledger from 2026-02-03)
"Baggy Shanker (Labour (Co-op), Derby South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5176,No recorded activity on this area (ledger from 2026-02-03)
"Bambos Charalambous (Labour, Southgate and Wood Green)",,,1,,,,no evidence,,0,mp-votes.html#mp-4610,No recorded activity on this area (ledger from 2026-02-03)
"Barry Gardiner (Labour, Brent West)",,,1,,,,no evidence,,0,mp-votes.html#mp-146,No recorded activity on this area (ledger from 2026-02-03)
"Becky Gittins (Labour, Clwyd East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5181,No recorded activity on this area (ledger from 2026-02-03)
"Bell Ribeiro-Addy (Labour, Clapham and Brixton Hill)",,,1,,,,no evidence,,0,mp-votes.html#mp-4764,No recorded activity on this area (ledger from 2026-02-03)
"Ben Coleman (Labour, Chelsea and Fulham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5344,No recorded activity on this area (ledger from 2026-02-03)
"Ben Goldsborough (Labour, South Norfolk)",,,1,,,,no evidence,,0,mp-votes.html#mp-5205,No recorded activity on this area (ledger from 2026-02-03)
"Ben Lake (Plaid Cymru, Ceredigion Preseli)",,,1,,,,no evidence,,0,mp-votes.html#mp-4630,No recorded activity on this area (ledger from 2026-02-03)
"Ben Maguire (Liberal Democrat, North Cornwall)",,,1,,,,no evidence,,0,mp-votes.html#mp-5350,No recorded activity on this area (ledger from 2026-02-03)
"Ben Obese-Jecty (Conservative, Huntingdon)",,,1,,,,no evidence,,0,mp-votes.html#mp-5089,No recorded activity on this area (ledger from 2026-02-03)
"Bob Blackman (Conservative, Harrow East)",,,1,,,,no evidence,,0,mp-votes.html#mp-4005,No recorded activity on this area (ledger from 2026-02-03)
"Bobby Dean (Liberal Democrat, Carshalton and Wallington)",,,1,,,,no evidence,,0,mp-votes.html#mp-5083,No recorded activity on this area (ledger from 2026-02-03)
"Bradley Thomas (Conservative, Bromsgrove)",,,1,,,,no evidence,,0,mp-votes.html#mp-5186,No recorded activity on this area (ledger from 2026-02-03)
"Brian Leishman (Labour, Alloa and Grangemouth)",,,1,,,,no evidence,,0,mp-votes.html#mp-5196,No recorded activity on this area (ledger from 2026-02-03)
"Brian Mathew (Liberal Democrat, Melksham and Devizes)",,,1,,,,no evidence,,0,mp-votes.html#mp-5214,No recorded activity on this area (ledger from 2026-02-03)
"Bridget Phillipson (Labour, Houghton and Sunderland South)",,,1,,,,no evidence,,0,mp-votes.html#mp-4046,No recorded activity on this area (ledger from 2026-02-03)
"Callum Anderson (Labour, Buckingham and Bletchley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5193,No recorded activity on this area (ledger from 2026-02-03)
"Calum Miller (Liberal Democrat, Bicester and Woodstock)",,,1,,,,no evidence,,0,mp-votes.html#mp-5346,No recorded activity on this area (ledger from 2026-02-03)
"Cameron Thomas (Independent, Tewkesbury)",,,1,,,,no evidence,,0,mp-votes.html#mp-5354,No recorded activity on this area (ledger from 2026-02-03)
"Carla Denyer (Green Party, Bristol Central)",,,1,,,,no evidence,,0,mp-votes.html#mp-5102,No recorded activity on this area (ledger from 2026-02-03)
"Caroline Voaden (Liberal Democrat, South Devon)",,,1,,,,no evidence,,0,mp-votes.html#mp-5216,No recorded activity on this area (ledger from 2026-02-03)
"Carolyn Harris (Labour, Neath and Swansea East)",,,1,,,,no evidence,,0,mp-votes.html#mp-4480,No recorded activity on this area (ledger from 2026-02-03)
"Cat Eccles (Labour, Stourbridge)",,,1,,,,no evidence,,0,mp-votes.html#mp-5293,No recorded activity on this area (ledger from 2026-02-03)
"Cat Smith (Labour, Lancaster and Wyre)",,,1,,,,no evidence,,0,mp-votes.html#mp-4436,No recorded activity on this area (ledger from 2026-02-03)
"Catherine Atkinson (Labour, Derby North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5143,No recorded activity on this area (ledger from 2026-02-03)
"Catherine Fookes (Labour, Monmouthshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5291,No recorded activity on this area (ledger from 2026-02-03)
"Catherine McKinnell (Labour, Newcastle upon Tyne North)",,,1,,,,no evidence,,0,mp-votes.html#mp-4125,No recorded activity on this area (ledger from 2026-02-03)
"Charlie Dewhirst (Conservative, Bridlington and The Wolds)",,,1,,,,no evidence,,0,mp-votes.html#mp-5169,No recorded activity on this area (ledger from 2026-02-03)
"Charlie Maynard (Liberal Democrat, Witney)",,,1,,,,no evidence,,0,mp-votes.html#mp-5325,No recorded activity on this area (ledger from 2026-02-03)
"Charlotte Cane (Liberal Democrat, Ely and East Cambridgeshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5182,No recorded activity on this area (ledger from 2026-02-03)
"Chris Bloore (Labour, Redditch)",,,1,,,,no evidence,,0,mp-votes.html#mp-5109,No recorded activity on this area (ledger from 2026-02-03)
"Chris Bryant (Labour, Rhondda and Ogmore)",,,1,,,,no evidence,,0,mp-votes.html#mp-1446,No recorded activity on this area (ledger from 2026-02-03)
"Chris Coghlan (Liberal Democrat, Dorking and Horley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5198,No recorded activity on this area (ledger from 2026-02-03)
"Chris Curtis (Labour, Milton Keynes North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5118,No recorded activity on this area (ledger from 2026-02-03)
"Chris Evans (Labour (Co-op), Caerphilly)",,,1,,,,no evidence,,0,mp-votes.html#mp-4040,No recorded activity on this area (ledger from 2026-02-03)
"Chris Hazzard (Sinn Féin, South Down)",,,1,,,,no evidence,,0,mp-votes.html#mp-4636,No recorded activity on this area (ledger from 2026-02-03)
"Chris Hinchliff (Labour, North East Hertfordshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5244,No recorded activity on this area (ledger from 2026-02-03)
"Chris Kane (Labour, Stirling and Strathallan)",,,1,,,,no evidence,,0,mp-votes.html#mp-5155,No recorded activity on this area (ledger from 2026-02-03)
"Chris McDonald (Labour, Stockton North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5116,No recorded activity on this area (ledger from 2026-02-03)
"Chris Murray (Labour, Edinburgh East and Musselburgh)",,,1,,,,no evidence,,0,mp-votes.html#mp-5245,No recorded activity on this area (ledger from 2026-02-03)
"Chris Philp (Conservative, Croydon South)",,,1,,,,no evidence,,0,mp-votes.html#mp-4503,No recorded activity on this area (ledger from 2026-02-03)
"Chris Vince (Labour (Co-op), Harlow)",,,1,,,,no evidence,,0,mp-votes.html#mp-5237,No recorded activity on this area (ledger from 2026-02-03)
"Chris Ward (Labour, Brighton Kemptown and Peacehaven)",,,1,,,,no evidence,,0,mp-votes.html#mp-5276,No recorded activity on this area (ledger from 2026-02-03)
"Chris Webb (Labour, Blackpool South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5025,No recorded activity on this area (ledger from 2026-02-03)
"Christian Wakeford (Labour, Bury South)",,,1,,,,no evidence,,0,mp-votes.html#mp-4871,No recorded activity on this area (ledger from 2026-02-03)
"Christine Jardine (Liberal Democrat, Edinburgh West)",,,1,,,,no evidence,,0,mp-votes.html#mp-4634,No recorded activity on this area (ledger from 2026-02-03)
"Claire Coutinho (Conservative, East Surrey)",,,1,,,,no evidence,,0,mp-votes.html#mp-4806,No recorded activity on this area (ledger from 2026-02-03)
"Claire Hanna (Social Democratic & Labour Party, Belfast South and Mid Down)",,,1,,,,no evidence,,0,mp-votes.html#mp-4827,No recorded activity on this area (ledger from 2026-02-03)
"Claire Hughes (Labour, Bangor Aberconwy)",,,1,,,,no evidence,,0,mp-votes.html#mp-5113,No recorded activity on this area (ledger from 2026-02-03)
"Claire Young (Liberal Democrat, Thornbury and Yate)",,,1,,,,no evidence,,0,mp-votes.html#mp-5140,No recorded activity on this area (ledger from 2026-02-03)
"Clive Jones (Liberal Democrat, Wokingham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5207,No recorded activity on this area (ledger from 2026-02-03)
"Clive Lewis (Labour, Norwich South)",,,1,,,,no evidence,,0,mp-votes.html#mp-4500,No recorded activity on this area (ledger from 2026-02-03)
"Colum Eastwood (Social Democratic & Labour Party, Foyle)",,,1,,,,no evidence,,0,mp-votes.html#mp-4846,No recorded activity on this area (ledger from 2026-02-03)
"Connor Naismith (Labour, Crewe and Nantwich)",,,1,,,,no evidence,,0,mp-votes.html#mp-5273,No recorded activity on this area (ledger from 2026-02-03)
"Dame Angela Eagle (Labour, Wallasey)",,,1,,,,no evidence,,0,mp-votes.html#mp-491,No recorded activity on this area (ledger from 2026-02-03)
"Dame Chi Onwurah (Labour, Newcastle upon Tyne Central and West)",,,1,,,,no evidence,,0,mp-votes.html#mp-4124,No recorded activity on this area (ledger from 2026-02-03)
"Dame Diana Johnson (Labour, Kingston upon Hull North and Cottingham)",,,1,,,,no evidence,,0,mp-votes.html#mp-1533,No recorded activity on this area (ledger from 2026-02-03)
"Dame Karen Bradley (Conservative, Staffordshire Moorlands)",,,1,,,,no evidence,,0,mp-votes.html#mp-4110,No recorded activity on this area (ledger from 2026-02-03)
"Dame Meg Hillier (Labour (Co-op), Hackney South and Shoreditch)",,,1,,,,no evidence,,0,mp-votes.html#mp-1524,No recorded activity on this area (ledger from 2026-02-03)
"Dame Siobhain McDonagh (Labour, Mitcham and Morden)",,,1,,,,no evidence,,0,mp-votes.html#mp-193,No recorded activity on this area (ledger from 2026-02-03)
"Damian Hinds (Conservative, East Hampshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-3969,No recorded activity on this area (ledger from 2026-02-03)
"Damien Egan (Labour, Bristol North East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5010,No recorded activity on this area (ledger from 2026-02-03)
"Dan Aldridge (Labour, Weston-super-Mare)",,,1,,,,no evidence,,0,mp-votes.html#mp-5172,No recorded activity on this area (ledger from 2026-02-03)
"Dan Carden (Labour, Liverpool Walton)",,,1,,,,no evidence,,0,mp-votes.html#mp-4651,No recorded activity on this area (ledger from 2026-02-03)
"Dan Jarvis (Labour, Barnsley North)",,,1,,,,no evidence,,0,mp-votes.html#mp-4243,No recorded activity on this area (ledger from 2026-02-03)
"Dan Norris (Independent, North East Somerset and Hanham)",,,1,,,,no evidence,,0,mp-votes.html#mp-221,No recorded activity on this area (ledger from 2026-02-03)
"Daniel Francis (Labour, Bexleyheath and Crayford)",,,1,,,,no evidence,,0,mp-votes.html#mp-5184,No recorded activity on this area (ledger from 2026-02-03)
"Daniel Zeichner (Labour, Cambridge)",,,1,,,,no evidence,,0,mp-votes.html#mp-4382,No recorded activity on this area (ledger from 2026-02-03)
"Danny Beales (Labour, Uxbridge and South Ruislip)",,,1,,,,no evidence,,0,mp-votes.html#mp-5339,No recorded activity on this area (ledger from 2026-02-03)
"Darren Jones (Labour, Bristol North West)",,,1,,,,no evidence,,0,mp-votes.html#mp-4621,No recorded activity on this area (ledger from 2026-02-03)
"Darren Paffey (Labour, Southampton Itchen)",,,1,,,,no evidence,,0,mp-votes.html#mp-5270,No recorded activity on this area (ledger from 2026-02-03)
"Dave Doogan (Scottish National Party, Angus and Perthshire Glens)",,,1,,,,no evidence,,0,mp-votes.html#mp-4736,No recorded activity on this area (ledger from 2026-02-03)
"Dave Robertson (Labour, Lichfield)",,,1,,,,no evidence,,0,mp-votes.html#mp-5126,No recorded activity on this area (ledger from 2026-02-03)
"David Baines (Labour, St Helens North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5092,No recorded activity on this area (ledger from 2026-02-03)
"David Burton-Sampson (Labour, Southend West and Leigh)",,,1,,,,no evidence,,0,mp-votes.html#mp-5106,No recorded activity on this area (ledger from 2026-02-03)
"David Chadwick (Liberal Democrat, Brecon, Radnor and Cwm Tawe)",,,1,,,,no evidence,,0,mp-votes.html#mp-5284,No recorded activity on this area (ledger from 2026-02-03)
"David Davis (Conservative, Goole and Pocklington)",,,1,,,,no evidence,,0,mp-votes.html#mp-373,No recorded activity on this area (ledger from 2026-02-03)
"David Mundell (Conservative, Dumfriesshire, Clydesdale and Tweeddale)",,,1,,,,no evidence,,0,mp-votes.html#mp-1512,No recorded activity on this area (ledger from 2026-02-03)
"David Pinto-Duschinsky (Labour, Hendon)",,,1,,,,no evidence,,0,mp-votes.html#mp-5360,No recorded activity on this area (ledger from 2026-02-03)
"David Reed (Conservative, Exmouth and Exeter East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5347,No recorded activity on this area (ledger from 2026-02-03)
"David Simmonds (Conservative, Ruislip, Northwood and Pinner)",,,1,,,,no evidence,,0,mp-votes.html#mp-4872,No recorded activity on this area (ledger from 2026-02-03)
"David Smith (Labour, North Northumberland)",,,1,,,,no evidence,,0,mp-votes.html#mp-5218,No recorded activity on this area (ledger from 2026-02-03)
"David Taylor (Labour, Hemel Hempstead)",,,1,,,,no evidence,,0,mp-votes.html#mp-5348,No recorded activity on this area (ledger from 2026-02-03)
"David Williams (Labour, Stoke-on-Trent North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5151,No recorded activity on this area (ledger from 2026-02-03)
"Dawn Butler (Labour, Brent East)",,,1,,,,no evidence,,0,mp-votes.html#mp-1489,No recorded activity on this area (ledger from 2026-02-03)
"Debbie Abrahams (Labour, Oldham East and Saddleworth)",,,1,,,,no evidence,,0,mp-votes.html#mp-4212,No recorded activity on this area (ledger from 2026-02-03)
"Deirdre Costigan (Labour, Ealing Southall)",,,1,,,,no evidence,,0,mp-votes.html#mp-5075,No recorded activity on this area (ledger from 2026-02-03)
"Derek Twigg (Labour, Widnes and Halewood)",,,1,,,,no evidence,,0,mp-votes.html#mp-429,No recorded activity on this area (ledger from 2026-02-03)
"Douglas Lumsden (Conservative, Aberdeen South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5450,No recorded activity on this area (ledger from 2026-02-03)
"Douglas McAllister (Labour, West Dunbartonshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5057,No recorded activity on this area (ledger from 2026-02-03)
"Dr Al Pinkerton (Liberal Democrat, Surrey Heath)",,,1,,,,no evidence,,0,mp-votes.html#mp-5288,No recorded activity on this area (ledger from 2026-02-03)
"Dr Allison Gardner (Labour, Stoke-on-Trent South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5334,No recorded activity on this area (ledger from 2026-02-03)
"Dr Andrew Murrison (Conservative, South West Wiltshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-1466,No recorded activity on this area (ledger from 2026-02-03)
"Dr Beccy Cooper (Labour, Worthing West)",,,1,,,,no evidence,,0,mp-votes.html#mp-5307,No recorded activity on this area (ledger from 2026-02-03)
"Dr Ben Spencer (Conservative, Runnymede and Weybridge)",,,1,,,,no evidence,,0,mp-votes.html#mp-4785,No recorded activity on this area (ledger from 2026-02-03)
"Dr Caroline Johnson (Conservative, Sleaford and North Hykeham)",,,1,,,,no evidence,,0,mp-votes.html#mp-4592,No recorded activity on this area (ledger from 2026-02-03)
"Dr Danny Chambers (Liberal Democrat, Winchester)",,,1,,,,no evidence,,0,mp-votes.html#mp-5304,No recorded activity on this area (ledger from 2026-02-03)
"Dr Ellie Chowns (Green Party, North Herefordshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5249,No recorded activity on this area (ledger from 2026-02-03)
"Dr Jeevun Sandher (Labour, Loughborough)",,,1,,,,no evidence,,0,mp-votes.html#mp-5259,No recorded activity on this area (ledger from 2026-02-03)
"Dr Kieran Mullan (Conservative, Bexhill and Battle)",,,1,,,,no evidence,,0,mp-votes.html#mp-4860,No recorded activity on this area (ledger from 2026-02-03)
"Dr Lauren Sullivan (Labour, Gravesham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5269,No recorded activity on this area (ledger from 2026-02-03)
"Dr Luke Evans (Conservative, Hinckley and Bosworth)",,,1,,,,no evidence,,0,mp-votes.html#mp-4781,No recorded activity on this area (ledger from 2026-02-03)
"Dr Marie Tidball (Labour, Penistone and Stocksbridge)",,,1,,,,no evidence,,0,mp-votes.html#mp-5098,No recorded activity on this area (ledger from 2026-02-03)
"Dr Neil Hudson (Conservative, Epping Forest)",,,1,,,,no evidence,,0,mp-votes.html#mp-4853,No recorded activity on this area (ledger from 2026-02-03)
"Dr Neil Shastri-Hurst (Conservative, Solihull West and Shirley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5197,No recorded activity on this area (ledger from 2026-02-03)
"Dr Peter Prinsley (Labour, Bury St Edmunds and Stowmarket)",,,1,,,,no evidence,,0,mp-votes.html#mp-5163,No recorded activity on this area (ledger from 2026-02-03)
"Dr Rosena Allin-Khan (Labour, Tooting)",,,1,,,,no evidence,,0,mp-votes.html#mp-4573,No recorded activity on this area (ledger from 2026-02-03)
"Dr Roz Savage (Liberal Democrat, South Cotswolds)",,,1,,,,no evidence,,0,mp-votes.html#mp-5352,No recorded activity on this area (ledger from 2026-02-03)
"Dr Rupa Huq (Labour, Ealing Central and Acton)",,,1,,,,no evidence,,0,mp-votes.html#mp-4511,No recorded activity on this area (ledger from 2026-02-03)
"Dr Scott Arthur (Labour, Edinburgh South West)",,,1,,,,no evidence,,0,mp-votes.html#mp-5212,No recorded activity on this area (ledger from 2026-02-03)
"Dr Simon Opher (Labour, Stroud)",,,1,,,,no evidence,,0,mp-votes.html#mp-5030,No recorded activity on this area (ledger from 2026-02-03)
"Dr Zubir Ahmed (Labour, Glasgow South West)",,,1,,,,no evidence,,0,mp-votes.html#mp-5213,No recorded activity on this area (ledger from 2026-02-03)
"Dáire Hughes (Sinn Féin, Newry and Armagh)",,,1,,,,no evidence,,0,mp-votes.html#mp-5292,No recorded activity on this area (ledger from 2026-02-03)
"Ed Davey (Liberal Democrat, Kingston and Surbiton)",,,1,,,,no evidence,,0,mp-votes.html#mp-188,No recorded activity on this area (ledger from 2026-02-03)
"Ed Miliband (Labour, Doncaster North)",,,1,,,,no evidence,,0,mp-votes.html#mp-1510,No recorded activity on this area (ledger from 2026-02-03)
"Edward Morello (Liberal Democrat, West Dorset)",,,1,,,,no evidence,,0,mp-votes.html#mp-5326,No recorded activity on this area (ledger from 2026-02-03)
"Elaine Stewart (Labour, Ayr, Carrick and Cumnock)",,,1,,,,no evidence,,0,mp-votes.html#mp-5206,No recorded activity on this area (ledger from 2026-02-03)
"Ellie Reeves (Labour, Lewisham West and East Dulwich)",,,1,,,,no evidence,,0,mp-votes.html#mp-4620,No recorded activity on this area (ledger from 2026-02-03)
"Emily Darlington (Labour, Milton Keynes Central)",,,1,,,,no evidence,,0,mp-votes.html#mp-5139,No recorded activity on this area (ledger from 2026-02-03)
"Emily Thornberry (Labour, Islington South and Finsbury)",,,1,,,,no evidence,,0,mp-votes.html#mp-1536,No recorded activity on this area (ledger from 2026-02-03)
"Emma Foody (Labour (Co-op), Cramlington and Killingworth)",,,1,,,,no evidence,,0,mp-votes.html#mp-5029,No recorded activity on this area (ledger from 2026-02-03)
"Emma Hardy (Labour, Kingston upon Hull West and Haltemprice)",,,1,,,,no evidence,,0,mp-votes.html#mp-4645,No recorded activity on this area (ledger from 2026-02-03)
"Emma Lewell (Labour, South Shields)",,,1,,,,no evidence,,0,mp-votes.html#mp-4277,No recorded activity on this area (ledger from 2026-02-03)
"Emma Reynolds (Labour, Wycombe)",,,1,,,,no evidence,,0,mp-votes.html#mp-4077,No recorded activity on this area (ledger from 2026-02-03)
"Esther McVey (Conservative, Tatton)",,,1,,,,no evidence,,0,mp-votes.html#mp-4084,No recorded activity on this area (ledger from 2026-02-03)
"Euan Stainbank (Labour, Falkirk)",,,1,,,,no evidence,,0,mp-votes.html#mp-5110,No recorded activity on this area (ledger from 2026-02-03)
"Feryal Clark (Labour, Enfield North)",,,1,,,,no evidence,,0,mp-votes.html#mp-4822,No recorded activity on this area (ledger from 2026-02-03)
"Fleur Anderson (Labour, Putney)",,,1,,,,no evidence,,0,mp-votes.html#mp-4788,No recorded activity on this area (ledger from 2026-02-03)
"Florence Eshalomi (Labour (Co-op), Vauxhall and Camberwell Green)",,,1,,,,no evidence,,0,mp-votes.html#mp-4870,No recorded activity on this area (ledger from 2026-02-03)
"Fred Thomas (Labour, Plymouth Moor View)",,,1,,,,no evidence,,0,mp-votes.html#mp-5174,No recorded activity on this area (ledger from 2026-02-03)
"Freddie van Mierlo (Liberal Democrat, Henley and Thame)",,,1,,,,no evidence,,0,mp-votes.html#mp-5296,No recorded activity on this area (ledger from 2026-02-03)
"Gareth Bacon (Conservative, Orpington)",,,1,,,,no evidence,,0,mp-votes.html#mp-4798,No recorded activity on this area (ledger from 2026-02-03)
"Gareth Davies (Conservative, Grantham and Bourne)",,,1,,,,no evidence,,0,mp-votes.html#mp-4850,No recorded activity on this area (ledger from 2026-02-03)
"Gareth Snell (Labour (Co-op), Stoke-on-Trent Central)",,,1,,,,no evidence,,0,mp-votes.html#mp-4595,No recorded activity on this area (ledger from 2026-02-03)
"Gareth Thomas (Labour (Co-op), Harrow West)",,,1,,,,no evidence,,0,mp-votes.html#mp-177,No recorded activity on this area (ledger from 2026-02-03)
"Gavin Robinson (Democratic Unionist Party, Belfast East)",,,1,,,,no evidence,,0,mp-votes.html#mp-4360,No recorded activity on this area (ledger from 2026-02-03)
"Gen Kitchen (Labour, Wellingborough and Rushden)",,,1,,,,no evidence,,0,mp-votes.html#mp-5011,No recorded activity on this area (ledger from 2026-02-03)
"George Freeman (Conservative, Mid Norfolk)",,,1,,,,no evidence,,0,mp-votes.html#mp-4020,No recorded activity on this area (ledger from 2026-02-03)
"Georgia Gould (Labour, Queen's Park and Maida Vale)",,,1,,,,no evidence,,0,mp-votes.html#mp-5305,No recorded activity on this area (ledger from 2026-02-03)
"Gerald Jones (Labour, Merthyr Tydfil and Aberdare)",,,1,,,,no evidence,,0,mp-votes.html#mp-4501,No recorded activity on this area (ledger from 2026-02-03)
"Gideon Amos (Liberal Democrat, Taunton and Wellington)",,,1,,,,no evidence,,0,mp-votes.html#mp-5250,No recorded activity on this area (ledger from 2026-02-03)
"Gill Furniss (Labour, Sheffield Brightside and Hillsborough)",,,1,,,,no evidence,,0,mp-votes.html#mp-4571,No recorded activity on this area (ledger from 2026-02-03)
