Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments
Amanda Lindsay (Reform UK) - Central Scot and Lothians West,,,x,,,,no confirmed meaning line,n/a (activity only),6,,"2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-21 QUESTION S7W-01184: ""To ask the Scottish Government, in light of the Supreme Court’s clarification onbiological"" [activity, not direction] | 2026-06-10 SPOKE: Public Trust in Scottish Politics ""Instead of full transparency, we have had silence, deflection and obstruction. The First M"" [activity, not direction] | 2026-06-09 QUESTION S7W-00892: ""To ask the Scottish Government what its position is on the compliance of school toilet fac"" [activity, not direction] | 2026-05-27 SPOKE: Childcare ""Thank God for that safeguard in the union.We still have male prisoners housed in female pr"" [activity, not direction] | 2026-05-26 QUESTION S7W-00558: ""To ask the Scottish Parliamentary Corporate Body whether it will provide an explanation fo"" [activity, not direction]"
Emma Roddick (Scottish National Party) - Inverness and Nairn,,,x,,,,no confirmed meaning line,n/a (activity only),6,,"2026-06-24 VOTE NOT VOTED: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-06-19 VOTE NOT VOTED: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [absence/abstention -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-12-17 SPOKE: Same-sex Marriage ""However, that does not mean that we should not try to take any small steps that are possib"" [activity, not direction] | 2024-04-17 VOTE NO: S6M-12855.4 (Repealing the Hate Crime Act) [diverged from own party's majority] [no meaning line -- not placed]"
Monica Lennon (Scottish Labour) - Central Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),6,,"2025-10-10 MOTION PROPOSED S6M-19317: Celebrating Margaret McAuley Rae During Scottish Wom [no meaning line -- not placed] | 2025-06-19 VOTE NOT VOTED: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-11-20 MOTION PROPOSED S6M-15561: ""Still Silent?"" - Scottish Trades Union Congress Rep [no meaning line -- not placed] | 2024-04-17 VOTE YES: S6M-12855.4 (Repealing the Hate Crime Act) [no meaning line -- not placed]"
Kate Nevens (Scottish Green Party) - Edinburgh and Lothians East,,,x,,,,no confirmed meaning line,n/a (activity only),5,,"2026-07-30 MOTION PROPOSED S7M-00772: EHRC Code of Practice Enforcement Risks Violations o [no meaning line -- not placed] | 2026-07-01 QUESTION S7W-01499: ""To ask the Scottish Government, should the Equality Act 2010: Draft Code of Practice for s"" [activity, not direction] | 2026-07-01 QUESTION S7W-01498: ""To ask the Scottish Government what discussions it (a) has had or (b) plans to have with t"" [activity, not direction] | 2026-07-01 QUESTION S7W-01497: ""To ask the Scottish Government whether it (a) has written or (b) plans to write to the Equ"" [activity, not direction] | 2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]"
Malcolm Offord (Reform UK) - West Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),4,,"2026-06-25 SPOKE: First Minister’s Question Time ""Does the First Minister welcome the recent landmark legal ruling by Lady Ross on the case "" [activity, not direction] | 2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-24 SPOKE: Reform UK Priorities ""Our 17 MSPs will do the thinking, even if other members do not, and that is why Scotland n"" [activity, not direction] | 2026-06-22 MOTION PROPOSED S7M-00446: Scotland Needs Reform: Five Years to 2031 [no meaning line -- not placed]"
Helen McDade (Reform UK) - Mid Scotland and Fife,,,x,,,,no confirmed meaning line,n/a (activity only),2,,"2026-07-15 QUESTION S7W-01728: ""To ask the Scottish Government what assessment it has made of whether housing girls placed"" [activity, not direction] | 2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed]"
Q Manivannan (Scottish Green Party) - Edinburgh and Lothians East,,,x,,,,no confirmed meaning line,n/a (activity only),2,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-10 MOTION PROPOSED S7M-00317: Casteism in Scotland, the Cultural Richness of Anti- [no meaning line -- not placed]"
Thomas Kerr (Reform UK) - Glasgow,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-19 MOTION PROPOSED S7M-00431: Congratulations to For Women Scotland on Landmark Su [no meaning line -- not placed]
Adam Harley (Scottish Liberal Democrats) - Strathkelvin and Bearsden,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Alan Brown (Scottish National Party) - Kilmarnock and Irvine Valley,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
"Alex Kerr (Scottish National Party) - Hamilton, Larkhall and Stonehouse",,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Alison Thewliss (Scottish National Party) - Glasgow Central,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Alyn Smith (Scottish National Party) - Stirling,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Amanda Bland (Reform UK) - Central Scot and Lothians West,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed]
"Andrew Baxter (Scottish Liberal Democrats) - Skye, Lochaber and Badenoch",,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Angela Ross (Reform UK) - Edinburgh and Lothians East,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed]
"Calum Kerr (Scottish National Party) - Midlothian South, Tweeddale and Lauderdale",,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Cara McKee (Scottish Green Party) - West Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Colm Merrick (Scottish National Party) - Glasgow Anniesland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
David Barratt (Scottish National Party) - Cowdenbeath,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
"David Green (Scottish Liberal Democrats) - Caithness, Sutherland and Ross",,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
David Kirkwood (Reform UK) - South Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed]
David Linden (Scottish National Party) - Glasgow Baillieston and Shettleston,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
David Smith (Reform UK) - West Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed]
Dawn Black (Scottish National Party) - Angus North and Mearns,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Donald MacKinnon (Scottish Labour) - Na h-Eileanan an Iar,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Duncan Dunlop (Scottish Liberal Democrats) - South Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NOT VOTED: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [absence/abstention -- not placed]
Duncan Massey (Reform UK) - North East Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed]
Gary Bouse (Scottish National Party) - Falkirk West,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Hannah Mary Goodlad (Scottish National Party) - Shetland Islands,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Heather Anderson (Scottish National Party) - Dundee City West,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Holly Bruce (Scottish Green Party) - Glasgow Southside,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Iris Duane (Scottish Green Party) - Glasgow,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Irshad Ahmed (Scottish Labour) - Edinburgh and Lothians East,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Jack Middleton (Scottish National Party) - Aberdeen Central,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
James Adams (Scottish Conservative and Unionist Party) - North East Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NOT VOTED: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [absence/abstention -- not placed]
Jamie Langan (Reform UK) - South Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed]
Jenny Young (Scottish Labour) - Central Scot and Lothians West,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Joe Fagan (Scottish Labour) - South Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Joe Long (Scottish Labour) - Mid Scotland and Fife,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Julie MacDougall (Reform UK) - Mid Scotland and Fife,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed]
"Kate Campbell (Scottish National Party) - Edinburgh Eastern, Musselburgh and Tranent",,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Katherine Sangster (Scottish Labour) - Edinburgh and Lothians East,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
"Katie Hagmann (Scottish National Party) - Carrick, Cumnock and Doon Valley",,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Kayleigh Kinross-O'Neill (Scottish Green Party) - Edinburgh and Lothians East,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Kim Schmulian (Reform UK) - Glasgow,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed]
Kirsten Oswald (Scottish National Party) - Eastwood,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Kristopher Leask (Scottish Green Party) - Highlands and Islands,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Laura Mitchell (Scottish National Party) - Moray,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Laura Moodie (Scottish Green Party) - South Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Lloyd Melville (Scottish National Party) - Angus South,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Mark Simpson (Reform UK) - North East Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed]
Martyn Day (Scottish National Party) - Falkirk East and Linlithgow,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Max Bannerman (Reform UK) - Highlands and Islands,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed]
Michelle Campbell (Scottish National Party) - Renfrewshire North and Cardonald,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Morven-May MacCallum (Scottish Liberal Democrats) - Highlands and Islands,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Patricia Gibson (Scottish National Party) - Cunninghame South,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Pauline Stafford (Scottish National Party) - Bathgate,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Sanne Dijkstra-Downie (Scottish Liberal Democrats) - Edinburgh Northern,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Senga Beresford (Reform UK) - South Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NOT VOTED: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [absence/abstention -- not placed]
Simita Kumar (Scottish National Party) - Edinburgh South Western,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Stephen Flynn (Scottish National Party) - Aberdeen Deeside and North Kincardine,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NOT VOTED: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [absence/abstention -- not placed]
Stephen Gethins (Scottish National Party) - Dundee City East,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Steven Bonnar (Scottish National Party) - Uddingston and Bellshill,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Victor Currie (Reform UK) - Highlands and Islands,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed]
Yi-pei Chou Turvey (Scottish Liberal Democrats) - North East Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Zen Ghani (Scottish National Party) - Glasgow Cathcart and Pollok,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed]
Shirley-Anne Somerville (Scottish National Party) - Dunfermline,,,,x,,,"a vote, 14 months ago","strong (recorded vote, human-confirmed meaning line)",27,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-05-01 SPOKE: General Question Time ""In 2021, the office of the chief statistician published guidance for public bodies in Scot"" [activity, not direction] | 2025-05-01 SPOKE: General Question Time ""I recognise the work that was undertaken to produce the independent report—the Sullivan re"" [activity, not direction] | 2025-04-22 SPOKE: Supreme Court Judgment ""The question of compatibility between the Gender Recognition Act 2004 and the Equality Act"" [activity, not direction] | 2025-04-22 SPOKE: Supreme Court Judgment ""Last Thursday, I met stakeholders representing the trans community and non-binary people. "" [activity, not direction] | 2025-04-22 SPOKE: Supreme Court Judgment ""I hope that Russell Findlay heard the part of my statement in which I talked about the Gen"" [activity, not direction] | 2025-04-22 SPOKE: Supreme Court Judgment ""I am sorry, Presiding Officer—I am slightly struggling. I was going to say that I am strug"" [activity, not direction] | 2025-03-18 SPOKE: Topical Question Time ""The provisions of the Equality Act 2010, including those relating to single-sex spaces and"" [activity, not direction] | 2025-03-18 SPOKE: Topical Question Time ""In April 2022, the Equality and Human Rights Commission published some revisions to its gu"" [activity, not direction] | 2025-03-12 VOTE YES: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [-1: Voted to strip the operative wordi"
Lorna Slater (Scottish Green Party) - Edinburgh Central,,,,x,,,"a vote, 14 months ago","strong (recorded vote, human-confirmed meaning line)",24,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-03-12 VOTE YES: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [-1: Ratified the gutted text minutes after voting to strip the single-sex protections from it -- endorsing the dil] | 2025-03-12 VOTE ABSTAIN: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-sex Spaces (Public Sector)"" [activity, not direction] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-sex Spaces (Public Sector)"" [activity, not direction] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-sex Spaces (Public Sector)"" [activity, not direction] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-sex Spaces (Public Sector)"" [activity, not direction] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-sex Spaces (Public Sector)"" [activity, not direction] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-sex Spaces (Public Sector)"" [activity, not direction] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-sex Spaces (Public Sector)"" [activity, not direction] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-sex Spaces (Public Sector)"" [activity, not direction] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-sex Spaces (Public Sector)"""
Maggie Chapman (Scottish Green Party) - North East Scotland,,,,x,,,"a vote, 14 months ago","strong (recorded vote, human-confirmed meaning line)",16,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-04 SPOKE: General Question Time ""To ask the Scottish Government what action it will take to address reported concerns that "" [activity, not direction] | 2026-05-27 QUESTION S7O-00013: ""To ask the Scottish Government what action it will take to address reported concerns that "" [activity, not direction] | 2026-03-11 SPOKE: Parliamentary Bureau Motions ""The Scottish Greens strongly oppose the SSI. Helena Kennedy and the misogyny working group"" [activity, not direction] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-03-27 MOTION PROPOSED S6M-16992: International Transgender Day of Visibility [no meaning line -- not placed] | 2025-03-12 VOTE YES: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [-1: Ratified the gutted text minutes after voting to strip the single-sex protections from it -- endorsing the dil] | 2025-03-12 VOTE ABSTAIN: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-sex Spaces (Public Sector)"" [activity, not direction] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""It is with immense sadness and not just a little anger that I rise to speak this afternoon"" [activity, not direction] | 2025-03-11 MOTION PROPOSED S6M-16755.2: Protecting Single-sex Spaces in the Public Sector [no meaning line -- not placed] | 2024-"
Angela Constance (Scottish National Party) - Almond Valley,,,,x,,,"a vote, 14 months ago","strong (recorded vote, human-confirmed meaning line)",15,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-03-11 SPOKE: Parliamentary Bureau Motions ""There are three important points that I should address to Ms Chapman and the rest of the m"" [activity, not direction] | 2026-01-28 SPOKE: Portfolio Question Time ""The Cabinet Secretary for Social Justice has responsibility for equality and rights. Ms So"" [activity, not direction] | 2026-01-28 SPOKE: Portfolio Question Time ""I consider Ms Ewing a colleague and, indeed, a friend. I hope that she knows that, both pe"" [activity, not direction] | 2026-01-28 SPOKE: Correction ""Angela Constance has identified an error in her contribution and provided the following co"" [activity, not direction] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-06-17 SPOKE: Topical Question Time ""It is important for the public, who might be listening, to know that criminal records cann"" [activity, not direction] | 2025-06-10 SPOKE: Topical Question Time ""In September 2024, the chief constable advised the Scottish Police Authority that “a man w"" [activity, not direction] | 2025-03-12 VOTE YES: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [-1: Voted to strip the operative wording from a motion protecting single-sex spaces and replace it with compliance] | 2025-03-12 VOTE YES: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [-1: Ratified the gutted text minutes after voting to strip the single-sex protections from it -- endorsing the dil] | 2024-10-"
John Swinney (Scottish National Party) - Perthshire North,,,,x,,,"a vote, 17 months ago","strong (recorded vote, human-confirmed meaning line)",12,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-15 SPOKE: First Minister’s Question Time ""The judgment of the Supreme Court is accepted by the Scottish Government. What we are doin"" [activity, not direction] | 2025-06-19 VOTE NOT VOTED: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-04-24 SPOKE: First Minister’s Question Time ""The Scottish Government accepts the judgment of the Supreme Court. The Supreme Court ruled"" [activity, not direction] | 2025-04-24 SPOKE: First Minister’s Question Time ""The Official Report of the Parliament shows that Alison Harris said: “As a member of the E"" [activity, not direction] | 2025-04-24 SPOKE: First Minister’s Question Time ""I have set out that the Scottish Government accepts the judgment of the Supreme Court, whi"" [activity, not direction] | 2025-04-24 SPOKE: First Minister’s Question Time ""As the Supreme Court judgment narrates, there is a complex reconciliation of two pieces of"" [activity, not direction] | 2025-03-12 VOTE YES: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [-1: Voted to strip the operative wording from a motion protecting single-sex spaces and replace it with compliance] | 2025-03-12 VOTE YES: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [-1: Ratified the gutted text minutes after voting to strip the single-sex protections from it -- endorsing the dil] | 2025-02-20 SPOKE: First Minister’s Question Time ""The point that Mr Findlay skates past is the significance of the Equality Act 2010, which "" [activity, not direction] | 2025-01-16 SPOKE: First Minis"
