Decision-Maker,++,+,0,-,--,Target (Y/N),Comments
"Joe Morris (Labour, Hexham)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"Joe Powell (Labour, Kensington and Bayswater)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"John McDonnell (Labour, Hayes and Harlington)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"John Milne (Liberal Democrat, Horsham)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"John Slinger (Labour, Rugby)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"John Whitby (Labour, Derbyshire Dales)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"Josh Dean (Labour, Hertford and Stortford)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"Karin Smyth (Labour, Bristol South)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"Kate Dearden (Labour (Co-op), Halifax)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"Katie White (Labour, Leeds North West)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"Keir Mather (Labour, Selby)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"Kerry McCarthy (Labour, Bristol East)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"Kevin Bonavia (Labour, Stevenage)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"Kevin McKenna (Labour, Sittingbourne and Sheppey)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"Kim Leadbeater (Labour, Spen Valley)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"Kirsty McNeill (Labour (Co-op), Midlothian)",,,,,1,,"2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Third Reading [--: Voted to pass assisted dying bill at Third Reading, directly opposing CitizenGO's stance.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
