Decision-Maker,++,+,0,-,--,Target (Y/N),Comments
"Suella Braverman (Reform UK, Fareham and Waterlooville)",1,,,,,,2026-06-22 DEBATE: Spoke: Pathways Study: Puberty Suppression (re: puberty blocker) [unscored] | 2024-03-01 DEBATE: Spoke:  Conversion Practices (Prohibition) Bill [unscored] | 2023-12-06 DEBATE: Spoke:  Personal Statement (re: social transition) [++: Strongly criticises mass illegal immigration as unsustainable and damaging to cohesion]
"Ben Obese-Jecty (Conservative, Huntingdon)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2025-01-06 PQ: Gender Identity Services for Children and Young People Independent Review [unscored]"
"David Smith (Labour, North Northumberland)",1,,,,,,"2026-06-22 DEBATE: Spoke: Pathways Study: Puberty Suppression (re: puberty blocker) [++: Questions puberty blocker trial's validity, citing risks and lack of long-term evidence] | 2026-03-23 DEBATE: Spoke: Puberty Blockers Clinical Trial [unscored]"
"Dr Neil Shastri-Hurst (Conservative, Solihull West and Shirley)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2026-03-10 DEBATE: Spoke: Courts and Tribunals Bill (re: Tavistock) [unscored]"
"Edward Argar (Conservative, Melton and Syston)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2024-12-11 DEBATE: Spoke:  Puberty-suppressing Hormones [++: Explicitly supports Secretary of State's action protecting children from puberty blocker prescriptions]"
"Helen Whately (Conservative, Faversham and Mid Kent)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2021-03-18 DEBATE: Spoke:  World Social Work Day (re: Tavistock) [0: General praise of social work profession, no substantive comment on youth gender medicine]"
"Mr Angus MacDonald (Liberal Democrat, Inverness, Skye and West Ross-shire)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2026-06-23 DEBATE: Spoke:  Puberty Blockers [++: Cites Cass review and public opposition to justify restricting puberty blockers for children]"
"Mr Richard Holden (Conservative, Basildon and Billericay)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2024-10-09 DEBATE: Spoke: Cass Review [unscored]"
"Richard Fuller (Conservative, North Bedfordshire)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2024-04-15 DEBATE: Spoke: Cass Review [unscored]"
"Robbie Moore (Conservative, Keighley and Ilkley)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2024-12-03 DEBATE: Spoke:  Family Farming in Devon (re: Tavistock) [unscored]"
"Stuart Andrew (Conservative, Daventry)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2026-06-23 DEBATE: Spoke:  Puberty Blockers [unscored]"
"Alan Mak (Conservative, Havant)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Alberto Costa (Conservative, South Leicestershire)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Alex Burghart (Conservative, Brentwood and Ongar)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Alex Easton (Independent, North Down)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Alison Griffiths (Conservative, Bognor Regis and Littlehampton)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Andrew Griffith (Conservative, Arundel and South Downs)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Blake Stephenson (Conservative, Mid Bedfordshire)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Bradley Thomas (Conservative, Bromsgrove)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Charlie Dewhirst (Conservative, Bridlington and The Wolds)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Chris Philp (Conservative, Croydon South)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Claire Coutinho (Conservative, East Surrey)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Dame Caroline Dinenage (Conservative, Gosport)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Dame Harriett Baldwin (Conservative, West Worcestershire)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Damian Hinds (Conservative, East Hampshire)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"David Davis (Conservative, Goole and Pocklington)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"David Mundell (Conservative, Dumfriesshire, Clydesdale and Tweeddale)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"David Reed (Conservative, Exmouth and Exeter East)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Douglas Lumsden (Conservative, Aberdeen South)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Dr Andrew Murrison (Conservative, South West Wiltshire)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Dr Ben Spencer (Conservative, Runnymede and Weybridge)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Dr Neil Hudson (Conservative, Epping Forest)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Esther McVey (Conservative, Tatton)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Gareth Bacon (Conservative, Orpington)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Gareth Davies (Conservative, Grantham and Bourne)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Gavin Robinson (Democratic Unionist Party, Belfast East)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"George Freeman (Conservative, Mid Norfolk)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Graham Stuart (Conservative, Beverley and Holderness)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Greg Smith (Conservative, Mid Buckinghamshire)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Harriet Cross (Conservative, Gordon and Buchan)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Helen Grant (Conservative, Maidstone and Malling)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Jack Rankin (Conservative, Windsor)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"James Cartlidge (Conservative, South Suffolk)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"James Wild (Conservative, North West Norfolk)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"John Cooper (Conservative, Dumfries and Galloway)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"John Glen (Conservative, Salisbury)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"John Lamont (Conservative, Berwickshire, Roxburgh and Selkirk)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Julia Lopez (Conservative, Hornchurch and Upminster)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Katie Lam (Conservative, Weald of Kent)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Kit Malthouse (Conservative, North West Hampshire)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Lee Anderson (Reform UK, Ashfield)",1,,,,,,2026-01-12 DEBATE: Spoke: Call for General Election (re: puberty blocker) [++: Condemns puberty blockers as medical trials on children and criticises curbs on speech]
"Lewis Cocking (Conservative, Broxbourne)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Lincoln Jopp (Conservative, Spelthorne)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Mark Garnier (Conservative, Wyre Forest)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Mark Pritchard (Conservative, The Wrekin)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Martin Vickers (Conservative, Brigg and Immingham)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Mary Glindon (Labour, Newcastle upon Tyne East and Wallsend)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Matt Vickers (Conservative, Stockton West)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Mike Wood (Conservative, Kingswinford and South Staffordshire)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Mr Gagan Mohindra (Conservative, South West Hertfordshire)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Mr Gregory Campbell (Democratic Unionist Party, East Londonderry)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Mr Jonathan Brash (Labour, Hartlepool)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Mr Mark Francois (Conservative, Rayleigh and Wickford)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Mr Peter Bedford (Conservative, Mid Leicestershire)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Neil O'Brien (Conservative, Harborough, Oadby and Wigston)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Nigel Huddleston (Conservative, Droitwich and Evesham)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Patrick Spencer (Independent, Central Suffolk and North Ipswich)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Paul Holmes (Conservative, Hamble Valley)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Peter Fortune (Conservative, Bromley and Biggin Hill)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Priti Patel (Conservative, Witham)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Rebecca Harris (Conservative, Castle Point)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Sammy Wilson (Democratic Unionist Party, East Antrim)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Sarah Bool (Conservative, South Northamptonshire)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Shivani Raja (Conservative, Leicester East)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Simon Hoare (Conservative, North Dorset)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Sir Alec Shelbrooke (Conservative, Wetherby and Easingwold)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Sir Ashley Fox (Conservative, Bridgwater)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Sir Desmond Swayne (Conservative, New Forest West)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Sir Gavin Williamson (Conservative, Stone, Great Wyrley and Penkridge)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Sir Geoffrey Clifton-Brown (Conservative, North Cotswolds)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Sir Iain Duncan Smith (Conservative, Chingford and Woodford Green)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Sir Jeremy Wright (Conservative, Kenilworth and Southam)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Sir John Whittingdale (Conservative, Maldon)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Sir Julian Smith (Conservative, Skipton and Ripon)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Sir Mel Stride (Conservative, Central Devon)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Sir Oliver Dowden (Conservative, Hertsmere)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Sir Roger Gale (Conservative, Herne Bay and Sandwich)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Steve Barclay (Conservative, North East Cambridgeshire)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Stuart Anderson (Conservative, South Shropshire)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Tom Tugendhat (Conservative, Tonbridge)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Wendy Morton (Conservative, Aldridge-Brownhills)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance]"
"Jamie Stone (Liberal Democrat, Caithness, Sutherland and Easter Ross)",,1,,,,,"2026-03-23 DEBATE: Spoke: Puberty Blockers Clinical Trial [+: Highlights irreversible risks of cross-sex hormones and stresses parental consent safeguards] | 2026-03-23 DEBATE: Spoke: Puberty Blockers Clinical Trial [unscored] | 2026-03-23 DEBATE: Spoke: Puberty Blockers Clinical Trial [0: Petitions Committee chair presenting balanced summary of both sides, no personal stance shown] | 2026-03-23 DEBATE: Spoke: Puberty Blockers Clinical Trial [0: Procedural closing remarks thanking participants, no substantive stance shown]"
"Sir Christopher Chope (Conservative, Christchurch)",,1,,,,,"2024-04-18 DEBATE: Spoke: Access to Redress Schemes (re: puberty blocker) [0: Concerns compensation scheme delays, not substantively about gender medicine policy] | 2024-04-16 DEBATE: Spoke: Tobacco and Vapes Bill (re: puberty blocker) [+: Criticises NHS failures on puberty blockers, implying scepticism toward paediatric transition treatment] | 2023-12-20 PQ: Children: Transgender People [unscored]"
"Marsha De Cordova (Labour, Battersea)",,1,,,,,2025-05-13 DEBATE: Spoke: Churches and Religious Buildings: Communities (re: Tavistock) [+: Supportive cross-party speech on protecting churches and places of worship] | 2024-04-15 DEBATE: Spoke: Cass Review [unscored]
"Linsey Farnsworth (Labour, Amber Valley)",,1,,,,,"2025-12-17 DEBATE: Spoke: Puberty Suppressants Trial (re: puberty blocker) [+: Cites Cass review lack of evidence, urges caution before puberty blocker use in children]"
"Sir Keir Starmer (Labour, Holborn and St Pancras)",,1,,,,,2024-07-24 DEBATE: Spoke: Engagements (re: puberty blocker) [+: Cites Cass review's caution over lack of evidence on puberty blocker safety]
"Rupert Lowe (Restore Britain, Great Yarmouth)",,,1,,,,2025-12-22 PQ: Puberty Suppressing Hormones: Children [unscored] | 2025-12-22 PQ: Puberty Suppressing Hormones: Children [unscored] | 2025-12-17 PQ: Puberty Suppressing Hormones: Children [unscored] | 2025-12-17 PQ: NHS England: Expenditure (re: puberty blocker) [unscored] | 2025-12-17 PQ: Puberty Suppressing Hormones: Gender Dysphoria [unscored] | 2025-12-16 PQ: Puberty Suppressing Hormones: Children [unscored] | 2025-12-16 PQ: Gender Dysphoria: Prescriptions [unscored] | 2025-12-16 PQ: Tavistock and Portman NHS Foundation Trust: Disclosure of Information [unscored] | 2025-12-15 PQ: Puberty Suppressing Hormones: Children [unscored] | 2025-12-03 PQ: Puberty Suppressing Hormones [unscored] | 2025-12-03 PQ: Puberty Suppressing Hormones: Advocacy [unscored] | 2025-12-03 PQ: Puberty Suppressing Hormones: Civil Proceedings [unscored] | 2025-12-03 PQ: Puberty Suppressing Hormones [unscored] | 2025-12-03 PQ: Puberty Suppressing Hormones: Children [unscored] | 2025-12-03 PQ: Puberty Suppressing Hormones: Children [unscored] | 2025-12-03 PQ: Puberty Suppressing Hormones: Children [unscored] | 2024-12-18 PQ: Gender Dysphoria: Surgery [unscored]
"Preet Kaur Gill (Labour (Co-op), Birmingham Edgbaston)",,,1,,,,2026-03-10 PQ: Gender Identity Development Service (re: Cass Review) [unscored] | 2026-03-10 PQ: Gender Identity Development Service (re: Cass Review) [unscored] | 2026-03-10 PQ: Gender Dysphoria: Health Services [unscored] | 2026-03-10 PQ: Gender Identity Development Service (re: Cass Review) [unscored] | 2026-03-10 PQ: Gender Identity Development Service (re: Cass Review) [unscored]
"Tracy Gilbert (Labour, Edinburgh North and Leith)",,,1,,,,2026-01-13 DEBATE: Spoke: Topical Questions (re: PATHWAYS) [unscored] | 2026-01-13 PQ: Puberty Suppressing Hormones: Research [unscored] | 2025-04-30 DEBATE: Spoke: Gender Incongruence: Puberty Suppressing Hormones [unscored] | 2025-04-30 DEBATE: Spoke: Gender Incongruence: Puberty Suppressing Hormones [unscored]
"Jonathan Davies (Labour, Mid Derbyshire)",,,1,,,,2026-06-22 DEBATE: Spoke: Pathways Study: Puberty Suppression (re: GIDS) [unscored] | 2024-12-11 DEBATE: Spoke:  Puberty-suppressing Hormones [unscored]
"Kate Osborne (Labour, Jarrow and Gateshead East)",,,1,,,,2025-02-13 DEBATE: Spoke:  LGBT+ History Month (re: puberty blocker) [unscored] | 2024-12-11 DEBATE: Spoke:  Puberty-suppressing Hormones [unscored]
"Rachel Taylor (Labour, North Warwickshire and Bedworth)",,,1,,,,2026-03-23 DEBATE: Spoke: Puberty Blockers Clinical Trial [unscored] | 2025-12-16 DEBATE: Spoke:  Transgender People:  Provision of Healthcare [unscored]
"Richard Foord (Liberal Democrat, Honiton and Sidmouth)",,,1,,,,"2024-12-03 DEBATE: Spoke:  Family Farming in Devon (re: Tavistock) [0: Speech concerns farm inheritance tax; Tavistock reference is a constituency name, unrelated to gender medicine] | 2024-07-25 DEBATE: Spoke:  Code of Conduct and Modernisation Committee (re: Tavistock) [0: General remarks on MPs conduct, no substantive comment on gender medicine issue]"
"Stephen Morgan (Labour, Portsmouth South)",,,1,,,,2023-12-07 PQ: Gender Dysphoria: Health Services [unscored] | 2023-12-07 PQ: Gender Dysphoria: Children and Young People [unscored]
"Steve Race (Labour, Exeter)",,,1,,,,2024-12-11 DEBATE: Spoke:  Rail Services: Devon (re: Tavistock) [unscored] | 2024-12-11 DEBATE: Spoke:  Rail Services: Devon (re: Tavistock) [unscored]
"Alison Bennett (Liberal Democrat, Mid Sussex)",,,1,,,,2026-06-23 DEBATE: Spoke:  Puberty Blockers [unscored]
"Ben Maguire (Liberal Democrat, North Cornwall)",,,1,,,,2025-01-23 DEBATE: Spoke:  Attorney General’s Office:  Conflicts of Interest (re: Tavistock) [unscored]
"Caroline Voaden (Liberal Democrat, South Devon)",,,1,,,,"2024-12-03 DEBATE: Spoke:  Family Farming in Devon (re: Tavistock) [0: Entirely about farming inheritance tax, no content on youth gender medicine]"
"Daisy Cooper (Liberal Democrat, St Albans)",,,1,,,,2024-05-01 PQ: Gender Dysphoria: Health Services [unscored]
"Dame Chi Onwurah (Labour, Newcastle upon Tyne Central and West)",,,1,,,,2024-04-15 DEBATE: Spoke: Cass Review [unscored]
"Dame Diana Johnson (Labour, Kingston upon Hull North and Cottingham)",,,1,,,,2021-05-26 DEBATE: Spoke: Conversion Therapies (re: Cass Review) [unscored]
"Dr Danny Chambers (Liberal Democrat, Winchester)",,,1,,,,2024-12-03 DEBATE: Spoke:  Family Farming in Devon (re: Tavistock) [unscored]
"Emma Hardy (Labour, Kingston upon Hull West and Haltemprice)",,,1,,,,2024-04-15 DEBATE: Spoke: Cass Review [unscored]
"Gareth Snell (Labour (Co-op), Stoke-on-Trent Central)",,,1,,,,2025-10-28 DEBATE: Spoke: China Spying Case (re: Tavistock) [unscored]
"Georgia Gould (Labour, Queen's Park and Maida Vale)",,,1,,,,2026-01-19 DEBATE: Spoke: Gender Questioning: Guidance in Schools (re: Cass Review) [unscored]
"James MacCleary (Liberal Democrat, Lewes)",,,1,,,,2024-09-11 PQ: Puberty Suppressing Hormones [unscored]
"James Naish (Labour, Rushcliffe)",,,1,,,,2025-01-08 PQ: Hormone Treatments: Children (re: puberty suppressing hormones) [unscored]
"Josh Babarinde (Liberal Democrat, Eastbourne)",,,1,,,,2025-05-19 PQ: Puberty Suppressing Hormones [unscored]
