FIVE COLUMNS ANALYSIS (ONLY IF APPROPRIATE)
PLAN STAGE,,,,,,,,,EVALUATE STAGE,
Decision-Maker,# Seats,"""++""","""+""","""0""","""-""","""--""",Target (Y/N),Comments,Vote (Y/N),Comments
"Baroness Kennedy of Cradley (Labour, Life peer)",,0,0,0,0,1,,"2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [--: Voted against disability-based blocking amendment, supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [--: Voted against blocking amendment, effectively supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [--: Voted against blocking amendment, supporting abortion regulations' approval; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [--: Voted against blocking abortion regulations, effectively supporting their approval; free vote]",,
"Baroness Kingsmill (Labour, Life peer)",,0,0,0,0,1,,"2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [--: Voted against disability-based blocking amendment, supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [--: Voted against blocking amendment, effectively supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [--: Voted against blocking amendment, supporting abortion regulations' approval; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [--: Voted against blocking abortion regulations, effectively supporting their approval; free vote]",,
"Baroness Kramer (Liberal Democrat, Life peer)",,0,0,0,0,1,,"2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [--: Voted against disability-based blocking amendment, supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [--: Voted against blocking amendment, effectively supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [--: Voted against blocking amendment, supporting abortion regulations' approval; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [--: Voted against blocking abortion regulations, effectively supporting their approval; free vote]",,
"Baroness Lister of Burtersett (Labour, Life peer)",,0,0,0,0,1,,"2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [--: Voted against disability-based blocking amendment, supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [--: Voted against blocking amendment, effectively supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [--: Voted against blocking amendment, supporting abortion regulations' approval; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [--: Voted against blocking abortion regulations, effectively supporting their approval; free vote]",,
"Baroness Mallalieu (Labour, Life peer)",,0,0,0,0,1,,"2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [--: Voted against disability-based blocking amendment, supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [--: Voted against blocking amendment, effectively supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [--: Voted against blocking amendment, supporting abortion regulations' approval; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [--: Voted against blocking abortion regulations, effectively supporting their approval; free vote]",,
"Baroness McIntosh of Hudnall (Labour, Life peer)",,0,0,0,0,1,,"2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [--: Voted against disability-based blocking amendment, supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [--: Voted against blocking amendment, effectively supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [--: Voted against blocking amendment, supporting abortion regulations' approval; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [--: Voted against blocking abortion regulations, effectively supporting their approval; free vote]",,
"Baroness Noakes (Conservative, Life peer)",,0,0,0,0,1,,"2022-06-21 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, at the end insert “but that this House regrets that the Regulations (1) disregard the statutory role of the Northern Ireland Assembly and ignore the devolution settlement, and (2) make substantial constitutional changes via secondary legislation”."" [-: Opposes regret motion, effectively backs implementation of NI abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [--: Voted against disability-based blocking amendment, supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [--: Voted against blocking amendment, effectively supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [--: Voted against blocking amendment, supporting abortion regulations' approval; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Nye (Labour, Life peer)",,0,0,0,0,1,,"2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [--: Voted against disability-based blocking amendment, supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [--: Voted against blocking amendment, effectively supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [--: Voted against blocking amendment, supporting abortion regulations' approval; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [--: Voted against blocking abortion regulations, effectively supporting their approval; free vote]",,
"Baroness Parminter (Liberal Democrat, Life peer)",,0,0,0,0,1,,"2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [--: Voted against disability-based blocking amendment, supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [--: Voted against blocking amendment, effectively supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [--: Voted against blocking amendment, supporting abortion regulations' approval; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [--: Voted against blocking abortion regulations, effectively supporting their approval; free vote]",,
"Baroness Pinnock (Liberal Democrat, Life peer)",,0,0,0,0,1,,"2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [--: Voted against disability-based blocking amendment, supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [--: Voted against blocking amendment, effectively supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [--: Voted against blocking amendment, supporting abortion regulations' approval; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [--: Voted against blocking abortion regulations, effectively supporting their approval; free vote]",,
"Baroness Primarolo (Labour, Life peer)",,0,0,0,0,1,,"2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [--: Voted against disability-based blocking amendment, supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [--: Voted against blocking amendment, effectively supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [--: Voted against blocking amendment, supporting abortion regulations' approval; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [--: Voted against blocking abortion regulations, effectively supporting their approval; free vote]",,
"Baroness Redfern (Conservative, Life peer)",,0,0,0,0,1,,"2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [--: Voted against disability-based blocking amendment, supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [--: Voted against blocking amendment, effectively supporting abortion regulations; free vote] | 2021-04-28 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [--: Voted against blocking amendment, supporting abortion regulations' approval; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [--: Voted against blocking abortion regulations, effectively supporting their approval; free vote]",,
